# HF gains obtained from A. Krohotin (krohotin@mail.cern.ch) on June 30, 2006
# 66 channels are missed due to missed QIE calibrations
# 9 channels are set to 0 due to missed source measurements
# cap0=cap1=cap2=cap3
#
#  eta  phi  dep  det     cap0     cap1     cap2     cap3  
-30   37   2   HF   0.106908   0.106908   0.106908   0.106908
-31   37   1   HF   0.0702316   0.0702316   0.0702316   0.0702316
-31   37   2   HF   0.102639   0.102639   0.102639   0.102639
-32   37   1   HF   0.0543788   0.0543788   0.0543788   0.0543788
-32   37   2   HF   0.0867063   0.0867063   0.0867063   0.0867063
-33   37   1   HF   0.0681639   0.0681639   0.0681639   0.0681639
-33   37   2   HF   0.112229   0.112229   0.112229   0.112229
-34   37   1   HF   0.0686693   0.0686693   0.0686693   0.0686693
-34   37   2   HF   0.114185   0.114185   0.114185   0.114185
-35   37   1   HF   0.0863761   0.0863761   0.0863761   0.0863761
-35   37   2   HF   0.123951   0.123951   0.123951   0.123951
-36   37   1   HF   0.0771757   0.0771757   0.0771757   0.0771757
-36   37   2   HF   0.125742   0.125742   0.125742   0.125742
-37   37   1   HF   0.0859293   0.0859293   0.0859293   0.0859293
-37   37   2   HF   0.123378   0.123378   0.123378   0.123378
-38   37   1   HF   0.0903968   0.0903968   0.0903968   0.0903968
-38   37   2   HF   0.123064   0.123064   0.123064   0.123064
-39   37   1   HF   0.0614688   0.0614688   0.0614688   0.0614688
-39   37   2   HF   0.104831   0.104831   0.104831   0.104831
-40   37   1   HF   0.0885568   0.0885568   0.0885568   0.0885568
-40   37   2   HF   0.138386   0.138386   0.138386   0.138386
-41   37   1   HF   0.080944   0.080944   0.080944   0.080944
-41   37   2   HF   0.136464   0.136464   0.136464   0.136464
-29   39   1   HF   0.0583954   0.0583954   0.0583954   0.0583954
-29   39   2   HF   0.0974731   0.0974731   0.0974731   0.0974731
-30   39   1   HF   0.0584276   0.0584276   0.0584276   0.0584276
-30   39   2   HF   0.125496   0.125496   0.125496   0.125496
-31   39   1   HF   0.0774902   0.0774902   0.0774902   0.0774902
-31   39   2   HF   0.0870595   0.0870595   0.0870595   0.0870595
-32   39   1   HF   0.0524185   0.0524185   0.0524185   0.0524185
-32   39   2   HF   0.0798188   0.0798188   0.0798188   0.0798188
-33   39   1   HF   0.0731772   0.0731772   0.0731772   0.0731772
-33   39   2   HF   0.0910695   0.0910695   0.0910695   0.0910695
-34   39   1   HF   0.0823215   0.0823215   0.0823215   0.0823215
-34   39   2   HF   0.0834987   0.0834987   0.0834987   0.0834987
-35   39   1   HF   0.0778015   0.0778015   0.0778015   0.0778015
-35   39   2   HF   0.0704562   0.0704562   0.0704562   0.0704562
-36   39   1   HF   0.0685854   0.0685854   0.0685854   0.0685854
-36   39   2   HF   0.0839127   0.0839127   0.0839127   0.0839127
-37   39   1   HF   0.0796073   0.0796073   0.0796073   0.0796073
-37   39   2   HF   0.129363   0.129363   0.129363   0.129363
-38   39   1   HF   0.059122   0.059122   0.059122   0.059122
-38   39   2   HF   0.109755   0.109755   0.109755   0.109755
-39   39   1   HF   0.0756489   0.0756489   0.0756489   0.0756489
-39   39   2   HF   0.121871   0.121871   0.121871   0.121871
-29   41   1   HF   0.0629764   0.0629764   0.0629764   0.0629764
-29   41   2   HF   0.0904642   0.0904642   0.0904642   0.0904642
-30   41   1   HF   0.0536122   0.0536122   0.0536122   0.0536122
-30   41   2   HF   0.0957936   0.0957936   0.0957936   0.0957936
-31   41   1   HF   0.0590787   0.0590787   0.0590787   0.0590787
-31   41   2   HF   0.105435   0.105435   0.105435   0.105435
-32   41   1   HF   0.0532208   0.0532208   0.0532208   0.0532208
-32   41   2   HF   0.0923439   0.0923439   0.0923439   0.0923439
-33   41   1   HF   0.070132   0.070132   0.070132   0.070132
-33   41   2   HF   0.081595   0.081595   0.081595   0.081595
-34   41   1   HF   0.0686892   0.0686892   0.0686892   0.0686892
-34   41   2   HF   0.110179   0.110179   0.110179   0.110179
-35   41   1   HF   0.069065   0.069065   0.069065   0.069065
-35   41   2   HF   0.110804   0.110804   0.110804   0.110804
-36   41   1   HF   0.0637158   0.0637158   0.0637158   0.0637158
-36   41   2   HF   0.13056   0.13056   0.13056   0.13056
-37   41   1   HF   0.0823477   0.0823477   0.0823477   0.0823477
-37   41   2   HF   0.111261   0.111261   0.111261   0.111261
-38   41   1   HF   0.0837552   0.0837552   0.0837552   0.0837552
-38   41   2   HF   0.118212   0.118212   0.118212   0.118212
-39   41   1   HF   0.083784   0.083784   0.083784   0.083784
-39   41   2   HF   0.107923   0.107923   0.107923   0.107923
-40   41   1   HF   0.073386   0.073386   0.073386   0.073386
-40   41   2   HF   0.116263   0.116263   0.116263   0.116263
-41   41   1   HF   0.0818427   0.0818427   0.0818427   0.0818427
-41   41   2   HF   0.139123   0.139123   0.139123   0.139123
-29   43   1   HF   0.0563567   0.0563567   0.0563567   0.0563567
-29   43   2   HF   0.105702   0.105702   0.105702   0.105702
-30   43   1   HF   0.0794309   0.0794309   0.0794309   0.0794309
-30   43   2   HF   0.117023   0.117023   0.117023   0.117023
-31   43   1   HF   0.058382   0.058382   0.058382   0.058382
-31   43   2   HF   0.114002   0.114002   0.114002   0.114002
-32   43   1   HF   0.0572288   0.0572288   0.0572288   0.0572288
-32   43   2   HF   0.1002   0.1002   0.1002   0.1002
-33   43   1   HF   0.0837164   0.0837164   0.0837164   0.0837164
-33   43   2   HF   0.142532   0.142532   0.142532   0.142532
-34   43   1   HF   0.0801296   0.0801296   0.0801296   0.0801296
-34   43   2   HF   0.112961   0.112961   0.112961   0.112961
-35   43   1   HF   0.0688427   0.0688427   0.0688427   0.0688427
-35   43   2   HF   0.0939553   0.0939553   0.0939553   0.0939553
-36   43   1   HF   0.0880959   0.0880959   0.0880959   0.0880959
-36   43   2   HF   0.109515   0.109515   0.109515   0.109515
-37   43   1   HF   0.0945998   0.0945998   0.0945998   0.0945998
-37   43   2   HF   0.143392   0.143392   0.143392   0.143392
-38   43   1   HF   0.0775578   0.0775578   0.0775578   0.0775578
-38   43   2   HF   0.148727   0.148727   0.148727   0.148727
-39   43   1   HF   0.0821992   0.0821992   0.0821992   0.0821992
-39   43   2   HF   0.148745   0.148745   0.148745   0.148745
-29   45   1   HF   0.0567686   0.0567686   0.0567686   0.0567686
-29   45   2   HF   0.109093   0.109093   0.109093   0.109093
-30   45   1   HF   0.0622784   0.0622784   0.0622784   0.0622784
-30   45   2   HF   0.107938   0.107938   0.107938   0.107938
-31   45   1   HF   0.062468   0.062468   0.062468   0.062468
-31   45   2   HF   0.096856   0.096856   0.096856   0.096856
-32   45   1   HF   0.0955846   0.0955846   0.0955846   0.0955846
-32   45   2   HF   0.096516   0.096516   0.096516   0.096516
-33   45   1   HF   0.0689554   0.0689554   0.0689554   0.0689554
-33   45   2   HF   0.131351   0.131351   0.131351   0.131351
-34   45   1   HF   0.0883144   0.0883144   0.0883144   0.0883144
-34   45   2   HF   0.14838   0.14838   0.14838   0.14838
-35   45   1   HF   0.064338   0.064338   0.064338   0.064338
-35   45   2   HF   0.10515   0.10515   0.10515   0.10515
-36   45   1   HF   0.0829934   0.0829934   0.0829934   0.0829934
-36   45   2   HF   0.0955707   0.0955707   0.0955707   0.0955707
-37   45   1   HF   0.0951873   0.0951873   0.0951873   0.0951873
-37   45   2   HF   0.155594   0.155594   0.155594   0.155594
-38   45   1   HF   0.0860156   0.0860156   0.0860156   0.0860156
-38   45   2   HF   0.127664   0.127664   0.127664   0.127664
-39   45   1   HF   0.0863186   0.0863186   0.0863186   0.0863186
-39   45   2   HF   0.140661   0.140661   0.140661   0.140661
-40   45   1   HF   0.0875494   0.0875494   0.0875494   0.0875494
-40   45   2   HF   0.13449   0.13449   0.13449   0.13449
-41   45   1   HF   0.0984233   0.0984233   0.0984233   0.0984233
-41   45   2   HF   0.132981   0.132981   0.132981   0.132981
-29   47   1   HF   0.066509   0.066509   0.066509   0.066509
-29   47   2   HF   0.0773423   0.0773423   0.0773423   0.0773423
-30   47   1   HF   0.0687287   0.0687287   0.0687287   0.0687287
-30   47   2   HF   0.0963401   0.0963401   0.0963401   0.0963401
-31   47   1   HF   0.056035   0.056035   0.056035   0.056035
-31   47   2   HF   0.102553   0.102553   0.102553   0.102553
-32   47   1   HF   0.0558764   0.0558764   0.0558764   0.0558764
-32   47   2   HF   0.0817297   0.0817297   0.0817297   0.0817297
-33   47   1   HF   0.063647   0.063647   0.063647   0.063647
-33   47   2   HF   0.108112   0.108112   0.108112   0.108112
-34   47   1   HF   0.0715725   0.0715725   0.0715725   0.0715725
-34   47   2   HF   0.213692   0.213692   0.213692   0.213692
-35   47   1   HF   0.0586079   0.0586079   0.0586079   0.0586079
-35   47   2   HF   0.101856   0.101856   0.101856   0.101856
-36   47   1   HF   0.069835   0.069835   0.069835   0.069835
-36   47   2   HF   0.0950647   0.0950647   0.0950647   0.0950647
-37   47   1   HF   0.0685244   0.0685244   0.0685244   0.0685244
-37   47   2   HF   0.141832   0.141832   0.141832   0.141832
-38   47   1   HF   0.0981798   0.0981798   0.0981798   0.0981798
-38   47   2   HF   0.112298   0.112298   0.112298   0.112298
-39   47   1   HF   0.0672244   0.0672244   0.0672244   0.0672244
-39   47   2   HF   0.116309   0.116309   0.116309   0.116309
-29   49   1   HF   0.0682551   0.0682551   0.0682551   0.0682551
-29   49   2   HF   0.100404   0.100404   0.100404   0.100404
-30   49   1   HF   0.0639299   0.0639299   0.0639299   0.0639299
-30   49   2   HF   0.0895565   0.0895565   0.0895565   0.0895565
-31   49   1   HF   0.0562128   0.0562128   0.0562128   0.0562128
-31   49   2   HF   0.0888548   0.0888548   0.0888548   0.0888548
-32   49   1   HF   0.0598256   0.0598256   0.0598256   0.0598256
-32   49   2   HF   0.0863754   0.0863754   0.0863754   0.0863754
-33   49   1   HF   0.0634366   0.0634366   0.0634366   0.0634366
-33   49   2   HF   0.10657   0.10657   0.10657   0.10657
-34   49   1   HF   0.0861582   0.0861582   0.0861582   0.0861582
-34   49   2   HF   0.111636   0.111636   0.111636   0.111636
-35   49   1   HF   0.0687756   0.0687756   0.0687756   0.0687756
-35   49   2   HF   0.0999172   0.0999172   0.0999172   0.0999172
-36   49   1   HF   0.0720353   0.0720353   0.0720353   0.0720353
-36   49   2   HF   0.135356   0.135356   0.135356   0.135356
-37   49   1   HF   0.0873349   0.0873349   0.0873349   0.0873349
-37   49   2   HF   0.131278   0.131278   0.131278   0.131278
-38   49   1   HF   0.0936398   0.0936398   0.0936398   0.0936398
-38   49   2   HF   0.12113   0.12113   0.12113   0.12113
-39   49   1   HF   0.095031   0.095031   0.095031   0.095031
-39   49   2   HF   0.11882   0.11882   0.11882   0.11882
-40   49   1   HF   0.0800931   0.0800931   0.0800931   0.0800931
-40   49   2   HF   0.138147   0.138147   0.138147   0.138147
-41   49   1   HF   0.0842867   0.0842867   0.0842867   0.0842867
-41   49   2   HF   0.1142   0.1142   0.1142   0.1142
-29   51   1   HF   0.0657825   0.0657825   0.0657825   0.0657825
-29   51   2   HF   0.0951641   0.0951641   0.0951641   0.0951641
-30   51   1   HF   0.0561177   0.0561177   0.0561177   0.0561177
-30   51   2   HF   0.0936932   0.0936932   0.0936932   0.0936932
-31   51   1   HF   0.049511   0.049511   0.049511   0.049511
-31   51   2   HF   0.0892482   0.0892482   0.0892482   0.0892482
-32   51   1   HF   0.0514259   0.0514259   0.0514259   0.0514259
-32   51   2   HF   0.0816459   0.0816459   0.0816459   0.0816459
-33   51   1   HF   0.0728495   0.0728495   0.0728495   0.0728495
-33   51   2   HF   0.130168   0.130168   0.130168   0.130168
-34   51   1   HF   0.0808183   0.0808183   0.0808183   0.0808183
-34   51   2   HF   0.104013   0.104013   0.104013   0.104013
-35   51   1   HF   0.0685079   0.0685079   0.0685079   0.0685079
-35   51   2   HF   0.144645   0.144645   0.144645   0.144645
-36   51   1   HF   0.0641292   0.0641292   0.0641292   0.0641292
-36   51   2   HF   0.108707   0.108707   0.108707   0.108707
-37   51   1   HF   0.0567157   0.0567157   0.0567157   0.0567157
-37   51   2   HF   0.101313   0.101313   0.101313   0.101313
-38   51   1   HF   0.0926895   0.0926895   0.0926895   0.0926895
-38   51   2   HF   0.110314   0.110314   0.110314   0.110314
-39   51   1   HF   0.0759405   0.0759405   0.0759405   0.0759405
-39   51   2   HF   0.118639   0.118639   0.118639   0.118639
-29   53   1   HF   0.0572454   0.0572454   0.0572454   0.0572454
-29   53   2   HF   0.095803   0.095803   0.095803   0.095803
-30   53   1   HF   0.0499339   0.0499339   0.0499339   0.0499339
-30   53   2   HF   0.113673   0.113673   0.113673   0.113673
-31   53   1   HF   0.0611707   0.0611707   0.0611707   0.0611707
-31   53   2   HF   0.0837836   0.0837836   0.0837836   0.0837836
-32   53   1   HF   0.0548481   0.0548481   0.0548481   0.0548481
-32   53   2   HF   0.07715   0.07715   0.07715   0.07715
-33   53   1   HF   0.0820108   0.0820108   0.0820108   0.0820108
-33   53   2   HF   0.0905732   0.0905732   0.0905732   0.0905732
-34   53   1   HF   0.0641142   0.0641142   0.0641142   0.0641142
-34   53   2   HF   0.0948887   0.0948887   0.0948887   0.0948887
-35   53   1   HF   0.0694904   0.0694904   0.0694904   0.0694904
-35   53   2   HF   0.106165   0.106165   0.106165   0.106165
-36   53   1   HF   0.0637244   0.0637244   0.0637244   0.0637244
-36   53   2   HF   0.115966   0.115966   0.115966   0.115966
-37   53   1   HF   0.0742613   0.0742613   0.0742613   0.0742613
-37   53   2   HF   0.109415   0.109415   0.109415   0.109415
-38   53   1   HF   0.0952277   0.0952277   0.0952277   0.0952277
-38   53   2   HF   0.105728   0.105728   0.105728   0.105728
-39   53   1   HF   0.0594733   0.0594733   0.0594733   0.0594733
-39   53   2   HF   0.119381   0.119381   0.119381   0.119381
-40   53   1   HF   0.0671905   0.0671905   0.0671905   0.0671905
-40   53   2   HF   0.105   0.105   0.105   0.105
-41   53   1   HF   0.0774606   0.0774606   0.0774606   0.0774606
-41   53   2   HF   0.144517   0.144517   0.144517   0.144517
-29   55   1   HF   0.0704019   0.0704019   0.0704019   0.0704019
-29   55   2   HF   0.115437   0.115437   0.115437   0.115437
-30   55   1   HF   0.0527543   0.0527543   0.0527543   0.0527543
-30   55   2   HF   0.129925   0.129925   0.129925   0.129925
-31   55   1   HF   0.0658254   0.0658254   0.0658254   0.0658254
-31   55   2   HF   0.134179   0.134179   0.134179   0.134179
-32   55   1   HF   0.0543859   0.0543859   0.0543859   0.0543859
-32   55   2   HF   0.130906   0.130906   0.130906   0.130906
-33   55   1   HF   0.0781768   0.0781768   0.0781768   0.0781768
-33   55   2   HF   0.0990922   0.0990922   0.0990922   0.0990922
-34   55   1   HF   0.0869856   0.0869856   0.0869856   0.0869856
-34   55   2   HF   0.0917232   0.0917232   0.0917232   0.0917232
-35   55   1   HF   0.0810507   0.0810507   0.0810507   0.0810507
-35   55   2   HF   0.105742   0.105742   0.105742   0.105742
-36   55   1   HF   0.0832816   0.0832816   0.0832816   0.0832816
-36   55   2   HF   0.124695   0.124695   0.124695   0.124695
-37   55   1   HF   0.087465   0.087465   0.087465   0.087465
-37   55   2   HF   0.107504   0.107504   0.107504   0.107504
-38   55   1   HF   0.088128   0.088128   0.088128   0.088128
-38   55   2   HF   0.13579   0.13579   0.13579   0.13579
-39   55   1   HF   0.0831298   0.0831298   0.0831298   0.0831298
-39   55   2   HF   0.145661   0.145661   0.145661   0.145661
-29   57   1   HF   0.0777717   0.0777717   0.0777717   0.0777717
-29   57   2   HF   0.134154   0.134154   0.134154   0.134154
-30   57   1   HF   0.0776037   0.0776037   0.0776037   0.0776037
-30   57   2   HF   0.107083   0.107083   0.107083   0.107083
-31   57   1   HF   0.0556266   0.0556266   0.0556266   0.0556266
-31   57   2   HF   0.086077   0.086077   0.086077   0.086077
-32   57   1   HF   0.0548882   0.0548882   0.0548882   0.0548882
-32   57   2   HF   0.0833348   0.0833348   0.0833348   0.0833348
-33   57   1   HF   0.0575669   0.0575669   0.0575669   0.0575669
-33   57   2   HF   0.0961122   0.0961122   0.0961122   0.0961122
-34   57   1   HF   0.0571154   0.0571154   0.0571154   0.0571154
-34   57   2   HF   0.0938709   0.0938709   0.0938709   0.0938709
-35   57   1   HF   0.0732386   0.0732386   0.0732386   0.0732386
-35   57   2   HF   0.116991   0.116991   0.116991   0.116991
-36   57   1   HF   0.0764328   0.0764328   0.0764328   0.0764328
-36   57   2   HF   0.106184   0.106184   0.106184   0.106184
-37   57   1   HF   0.0736152   0.0736152   0.0736152   0.0736152
-37   57   2   HF   0.10327   0.10327   0.10327   0.10327
-38   57   1   HF   0.0767703   0.0767703   0.0767703   0.0767703
-38   57   2   HF   0.133603   0.133603   0.133603   0.133603
-39   57   1   HF   0.0515985   0.0515985   0.0515985   0.0515985
-39   57   2   HF   0.11392   0.11392   0.11392   0.11392
-40   57   1   HF   0.10531   0.10531   0.10531   0.10531
-40   57   2   HF   0.117313   0.117313   0.117313   0.117313
-41   57   1   HF   0.099097   0.099097   0.099097   0.099097
-41   57   2   HF   0.13542   0.13542   0.13542   0.13542
-29   59   1   HF   0.0595217   0.0595217   0.0595217   0.0595217
-29   59   2   HF   0.12244   0.12244   0.12244   0.12244
-30   59   1   HF   0.0613865   0.0613865   0.0613865   0.0613865
-30   59   2   HF   0.0904174   0.0904174   0.0904174   0.0904174
-31   59   1   HF   0.0564273   0.0564273   0.0564273   0.0564273
-31   59   2   HF   0.101863   0.101863   0.101863   0.101863
-32   59   1   HF   0.048184   0.048184   0.048184   0.048184
-32   59   2   HF   0.0977276   0.0977276   0.0977276   0.0977276
-33   59   1   HF   0.0718271   0.0718271   0.0718271   0.0718271
-33   59   2   HF   0.102238   0.102238   0.102238   0.102238
-34   59   1   HF   0.0662677   0.0662677   0.0662677   0.0662677
-34   59   2   HF   0.126499   0.126499   0.126499   0.126499
-35   59   1   HF   0.0712573   0.0712573   0.0712573   0.0712573
-35   59   2   HF   0.095791   0.095791   0.095791   0.095791
-36   59   1   HF   0.076305   0.076305   0.076305   0.076305
-36   59   2   HF   0.112921   0.112921   0.112921   0.112921
-37   59   1   HF   0.0787895   0.0787895   0.0787895   0.0787895
-37   59   2   HF   0.0984344   0.0984344   0.0984344   0.0984344
-38   59   1   HF   0.113991   0.113991   0.113991   0.113991
-38   59   2   HF   0.100314   0.100314   0.100314   0.100314
-39   59   1   HF   0.0905642   0.0905642   0.0905642   0.0905642
-39   59   2   HF   0.0987876   0.0987876   0.0987876   0.0987876
-29   61   1   HF   0.0564583   0.0564583   0.0564583   0.0564583
-29   61   2   HF   0.0911375   0.0911375   0.0911375   0.0911375
-30   61   1   HF   0.0578539   0.0578539   0.0578539   0.0578539
-30   61   2   HF   0.0975759   0.0975759   0.0975759   0.0975759
-31   61   1   HF   0.0520235   0.0520235   0.0520235   0.0520235
-31   61   2   HF   0.0953955   0.0953955   0.0953955   0.0953955
-32   61   1   HF   0.0518927   0.0518927   0.0518927   0.0518927
-32   61   2   HF   0.0956057   0.0956057   0.0956057   0.0956057
-33   61   1   HF   0.0651245   0.0651245   0.0651245   0.0651245
-33   61   2   HF   0.123914   0.123914   0.123914   0.123914
-34   61   1   HF   0.0648331   0.0648331   0.0648331   0.0648331
-34   61   2   HF   0.123126   0.123126   0.123126   0.123126
-35   61   1   HF   0.0592427   0.0592427   0.0592427   0.0592427
-35   61   2   HF   0.103746   0.103746   0.103746   0.103746
-36   61   1   HF   0.0623029   0.0623029   0.0623029   0.0623029
-36   61   2   HF   0.0848191   0.0848191   0.0848191   0.0848191
-37   61   1   HF   0.0878852   0.0878852   0.0878852   0.0878852
-37   61   2   HF   0.105075   0.105075   0.105075   0.105075
-38   61   1   HF   0.0600687   0.0600687   0.0600687   0.0600687
-38   61   2   HF   0.111067   0.111067   0.111067   0.111067
-39   61   1   HF   0.0701473   0.0701473   0.0701473   0.0701473
-39   61   2   HF   0.0970316   0.0970316   0.0970316   0.0970316
-40   61   1   HF   0.0733022   0.0733022   0.0733022   0.0733022
-40   61   2   HF   0.130345   0.130345   0.130345   0.130345
-41   61   1   HF   0.0540522   0.0540522   0.0540522   0.0540522
-41   61   2   HF   0.126892   0.126892   0.126892   0.126892
-29   63   1   HF   0.0603878   0.0603878   0.0603878   0.0603878
-29   63   2   HF   0.0771847   0.0771847   0.0771847   0.0771847
-30   63   1   HF   0.0667866   0.0667866   0.0667866   0.0667866
-30   63   2   HF   0.114938   0.114938   0.114938   0.114938
-31   63   1   HF   0.052081   0.052081   0.052081   0.052081
-31   63   2   HF   0.103775   0.103775   0.103775   0.103775
-32   63   1   HF   0.0547424   0.0547424   0.0547424   0.0547424
-32   63   2   HF   0.106779   0.106779   0.106779   0.106779
-33   63   1   HF   0.0770246   0.0770246   0.0770246   0.0770246
-33   63   2   HF   0.0956342   0.0956342   0.0956342   0.0956342
-34   63   1   HF   0.0736958   0.0736958   0.0736958   0.0736958
-34   63   2   HF   0.117368   0.117368   0.117368   0.117368
-35   63   1   HF   0.0615803   0.0615803   0.0615803   0.0615803
-35   63   2   HF   0.109554   0.109554   0.109554   0.109554
-36   63   1   HF   0.0742257   0.0742257   0.0742257   0.0742257
-36   63   2   HF   0.0976163   0.0976163   0.0976163   0.0976163
-37   63   1   HF   0.0745547   0.0745547   0.0745547   0.0745547
-37   63   2   HF   0.1297   0.1297   0.1297   0.1297
-38   63   1   HF   0.0973919   0.0973919   0.0973919   0.0973919
-38   63   2   HF   0.10186   0.10186   0.10186   0.10186
-39   63   1   HF   0.0921207   0.0921207   0.0921207   0.0921207
-39   63   2   HF   0.18115   0.18115   0.18115   0.18115
-29   65   1   HF   0.0629768   0.0629768   0.0629768   0.0629768
-29   65   2   HF   0.108986   0.108986   0.108986   0.108986
-30   65   1   HF   0.0608441   0.0608441   0.0608441   0.0608441
-30   65   2   HF   0.12152   0.12152   0.12152   0.12152
-31   65   1   HF   0.0616449   0.0616449   0.0616449   0.0616449
-31   65   2   HF   0.0702333   0.0702333   0.0702333   0.0702333
-32   65   1   HF   0.0603004   0.0603004   0.0603004   0.0603004
-32   65   2   HF   0.101393   0.101393   0.101393   0.101393
-33   65   1   HF   0.053103   0.053103   0.053103   0.053103
-33   65   2   HF   0.114632   0.114632   0.114632   0.114632
-34   65   1   HF   0.0734719   0.0734719   0.0734719   0.0734719
-34   65   2   HF   0.0858973   0.0858973   0.0858973   0.0858973
-35   65   1   HF   0.086998   0.086998   0.086998   0.086998
-35   65   2   HF   0.0950763   0.0950763   0.0950763   0.0950763
-36   65   1   HF   0.0664045   0.0664045   0.0664045   0.0664045
-36   65   2   HF   0.130932   0.130932   0.130932   0.130932
-37   65   1   HF   0.10356   0.10356   0.10356   0.10356
-37   65   2   HF   0.169927   0.169927   0.169927   0.169927
-38   65   1   HF   0.106785   0.106785   0.106785   0.106785
-38   65   2   HF   0.113479   0.113479   0.113479   0.113479
-39   65   1   HF   0.11052   0.11052   0.11052   0.11052
-39   65   2   HF   0.224212   0.224212   0.224212   0.224212
-40   65   1   HF   0.111569   0.111569   0.111569   0.111569
-41   65   1   HF   0.114959   0.114959   0.114959   0.114959
-41   65   2   HF   0.146975   0.146975   0.146975   0.146975
-29   67   1   HF   0.0653932   0.0653932   0.0653932   0.0653932
-29   67   2   HF   0.106164   0.106164   0.106164   0.106164
-30   67   1   HF   0.065452   0.065452   0.065452   0.065452
-30   67   2   HF   0.109206   0.109206   0.109206   0.109206
-31   67   1   HF   0.0664338   0.0664338   0.0664338   0.0664338
-31   67   2   HF   0.0924089   0.0924089   0.0924089   0.0924089
-32   67   1   HF   0.0634078   0.0634078   0.0634078   0.0634078
-32   67   2   HF   0.105486   0.105486   0.105486   0.105486
-33   67   1   HF   0.0765747   0.0765747   0.0765747   0.0765747
-33   67   2   HF   0.103318   0.103318   0.103318   0.103318
-34   67   1   HF   0.0815022   0.0815022   0.0815022   0.0815022
-34   67   2   HF   0.100896   0.100896   0.100896   0.100896
-35   67   2   HF   0.0880943   0.0880943   0.0880943   0.0880943
-36   67   2   HF   0.121454   0.121454   0.121454   0.121454
-37   67   2   HF   0.116779   0.116779   0.116779   0.116779
-38   67   2   HF   0.139552   0.139552   0.139552   0.139552
-39   67   2   HF   0.126181   0.126181   0.126181   0.126181
-29   69   1   HF   0.0646078   0.0646078   0.0646078   0.0646078
-29   69   2   HF   0.0814898   0.0814898   0.0814898   0.0814898
-30   69   1   HF   0.0540474   0.0540474   0.0540474   0.0540474
-30   69   2   HF   0.0995257   0.0995257   0.0995257   0.0995257
-31   69   1   HF   0.0612052   0.0612052   0.0612052   0.0612052
-31   69   2   HF   0.0952166   0.0952166   0.0952166   0.0952166
-32   69   1   HF   0.0638326   0.0638326   0.0638326   0.0638326
-32   69   2   HF   0.101973   0.101973   0.101973   0.101973
-33   69   1   HF   0.0679121   0.0679121   0.0679121   0.0679121
-33   69   2   HF   0.106167   0.106167   0.106167   0.106167
-34   69   1   HF   0.0652344   0.0652344   0.0652344   0.0652344
-34   69   2   HF   0.081126   0.081126   0.081126   0.081126
-35   69   1   HF   0.0657849   0.0657849   0.0657849   0.0657849
-35   69   2   HF   0.0811446   0.0811446   0.0811446   0.0811446
-36   69   1   HF   0.0724488   0.0724488   0.0724488   0.0724488
-36   69   2   HF   0.103809   0.103809   0.103809   0.103809
-37   69   1   HF   0.0840892   0.0840892   0.0840892   0.0840892
-37   69   2   HF   0.127608   0.127608   0.127608   0.127608
-38   69   1   HF   0.0757829   0.0757829   0.0757829   0.0757829
-38   69   2   HF   0.130038   0.130038   0.130038   0.130038
-39   69   1   HF   0.0698672   0.0698672   0.0698672   0.0698672
-39   69   2   HF   0.149665   0.149665   0.149665   0.149665
-40   69   1   HF   0.121034   0.121034   0.121034   0.121034
-40   69   2   HF   0.114073   0.114073   0.114073   0.114073
-41   69   1   HF   0.0883827   0.0883827   0.0883827   0.0883827
-41   69   2   HF   0.127463   0.127463   0.127463   0.127463
-29   71   1   HF   0.0513383   0.0513383   0.0513383   0.0513383
-29   71   2   HF   0.0913343   0.0913343   0.0913343   0.0913343
-30   71   1   HF   0.0562153   0.0562153   0.0562153   0.0562153
-30   71   2   HF   0.111052   0.111052   0.111052   0.111052
-31   71   1   HF   0.0588122   0.0588122   0.0588122   0.0588122
-31   71   2   HF   0.10306   0.10306   0.10306   0.10306
-32   71   1   HF   0.0500788   0.0500788   0.0500788   0.0500788
-32   71   2   HF   0.0826802   0.0826802   0.0826802   0.0826802
-33   71   1   HF   0.0640393   0.0640393   0.0640393   0.0640393
-33   71   2   HF   0.10703   0.10703   0.10703   0.10703
-34   71   1   HF   0.0498642   0.0498642   0.0498642   0.0498642
-34   71   2   HF   0.0913623   0.0913623   0.0913623   0.0913623
-35   71   1   HF   0.0567936   0.0567936   0.0567936   0.0567936
-35   71   2   HF   0.0837677   0.0837677   0.0837677   0.0837677
-36   71   1   HF   0.0591147   0.0591147   0.0591147   0.0591147
-36   71   2   HF   0.113462   0.113462   0.113462   0.113462
-37   71   1   HF   0.0777592   0.0777592   0.0777592   0.0777592
-37   71   2   HF   0.108943   0.108943   0.108943   0.108943
-38   71   1   HF   0.061979   0.061979   0.061979   0.061979
-38   71   2   HF   0.106319   0.106319   0.106319   0.106319
-39   71   1   HF   0.0644906   0.0644906   0.0644906   0.0644906
-39   71   2   HF   0.0992521   0.0992521   0.0992521   0.0992521
29   1   1   HF   0.0493211   0.0493211   0.0493211   0.0493211
29   1   2   HF   0.0860853   0.0860853   0.0860853   0.0860853
30   1   1   HF   0.0515373   0.0515373   0.0515373   0.0515373
30   1   2   HF   0.0950365   0.0950365   0.0950365   0.0950365
31   1   1   HF   0.0512832   0.0512832   0.0512832   0.0512832
31   1   2   HF   0.0790047   0.0790047   0.0790047   0.0790047
32   1   1   HF   0.0522453   0.0522453   0.0522453   0.0522453
