#  eta   phi   dep   det    value 
   10   24    1    HB    1.05334860841
   11   24    1    HB    1.06859374594
   12   24    1    HB    1.08194118162
   13   24    1    HB    1.11498939329
   14   24    1    HB    1.16658949687
   15   24    1    HB    1.03013558604
   15   24    2    HB    1.1591607634
   16   24    1    HB    1.08125558809
   16   24    2    HB    1.1339007374
   1   25    1    HB    1.13848844457
   2   25    1    HB    1.18188719712
   3   25    1    HB    1.12874307864
   4   25    1    HB    1.11081541142
   5   25    1    HB    1.11643031653
   6   25    1    HB    1.13596315932
   7   25    1    HB    1.05888708393
   8   25    1    HB    1.13080211105
   9   25    1    HB    1.09510096901
   10   25    1    HB    1.12441079972
   11   25    1    HB    1.05007632861
   12   25    1    HB    1.12673191809
   13   25    1    HB    1.04053329882
   14   25    1    HB    1.14392775465
   15   25    1    HB    1.09373170496
   15   25    2    HB    1.07571703271
   16   25    1    HB    1.1544750508
   16   25    2    HB    1.12403939765
   1   26    1    HB    1.14939834991
   2   26    1    HB    1.189925586
   3   26    1    HB    1.1498916233
   4   26    1    HB    1.05647023543
   5   26    1    HB    1.12205951769
   6   26    1    HB    1.01806997935
   7   26    1    HB    1.10869781407
   8   26    1    HB    1.19123782215
   9   26    1    HB    1.16970095434
   10   26    1    HB    1.09986749964
   11   26    1    HB    1.11130391144
   12   26    1    HB    1.00684213122
   13   26    1    HB    1.1160295984
   14   26    1    HB    1.19030236245
   15   26    1    HB    1.10269086376
   15   26    2    HB    1.0846685116
   16   26    1    HB    1.1187495312
   16   26    2    HB    1.08978662743
   1   27    1    HB    1.0950615295
   2   27    1    HB    1.09182458448
   3   27    1    HB    1.13236403496
   4   27    1    HB    1.16576892576
   5   27    1    HB    1.15725550612
   6   27    1    HB    1.05974050211
   7   27    1    HB    1.04756992467
   8   27    1    HB    1.12509782556
   9   27    1    HB    1.06581756091
   10   27    1    HB    1.08684106556
   11   27    1    HB    1.1063096961
   12   27    1    HB    1.04525839727
   13   27    1    HB    1.13198747297
   14   27    1    HB    1.03330141107
   15   27    1    HB    1.10656958653
   15   27    2    HB    1.04186321779
   16   27    1    HB    1.04033092929
   16   27    2    HB    1.14830112137
   1   28    1    HB    1.08575492273
   2   28    1    HB    1.16232029785
   3   28    1    HB    1.18036529557
   4   28    1    HB    1.08694513548
   5   28    1    HB    1.10478689925
   6   28    1    HB    1.09698640217
   7   28    1    HB    1.0712223371
   8   28    1    HB    1.16663243382
   9   28    1    HB    1.10816567257
   10   28    1    HB    1.13943541403
   11   28    1    HB    1.10083231094
   12   28    1    HB    1.11113462249
   13   28    1    HB    1.12228740992
   14   28    1    HB    1.08941484619
   15   28    1    HB    1.1728022228
   15   28    2    HB    0.95171406655
   16   28    1    HB    1.03390945134
   16   28    2    HB    1.10440515031
   1   29    1    HB    1.20774536442
   2   29    1    HB    1.04785161461
   3   29    1    HB    1.04732406145
   4   29    1    HB    1.17011819343
   5   29    1    HB    1.05921747421
   6   29    1    HB    1.00891607236
   7   29    1    HB    1.12417048601
   8   29    1    HB    1.11696344988
   9   29    1    HB    1.0892896192
   10   29    1    HB    1.10610236554
   11   29    1    HB    1.12566377747
   12   29    1    HB    1.11023023335
   13   29    1    HB    1.07190871688
   14   29    1    HB    1.1749823648
   15   29    1    HB    1.11241633021
   15   29    2    HB    1.08540770874
   16   29    1    HB    1.06393001293
   16   29    2    HB    1.07916385007
   1   30    1    HB    1.08953682667
   2   30    1    HB    1.05193842458
   3   30    1    HB    1.08415176717
   4   30    1    HB    1.13908454388
   5   30    1    HB    1.0872071662
   6   30    1    HB    1.16996034638
   7   30    1    HB    1.14944695368
   8   30    1    HB    1.02903912129
   9   30    1    HB    1.0991110987
   10   30    1    HB    1.16598329769
   11   30    1    HB    1.11865440693
   12   30    1    HB    1.12822323699
   13   30    1    HB    1.13962952787
   14   30    1    HB    1.09233725715
   15   30    1    HB    1.1014706552
   15   30    2    HB    1.13768943623
   16   30    1    HB    1.06055450076
   16   30    2    HB    1.15198617181
   1   31    1    HB    1.15265361176
   2   31    1    HB    1.10506611972
   3   31    1    HB    1.01448567279
   4   31    1    HB    1.23239895573
   5   31    1    HB    1.05033228065
   6   31    1    HB    1.10074968487
   7   31    1    HB    1.01760887743
   8   31    1    HB    1.08319068588
   9   31    1    HB    1.1050456137
   10   31    1    HB    1.23366913211
   11   31    1    HB    1.0679650421
   12   31    1    HB    1.14006362734
   13   31    1    HB    1.05802776382
   14   31    1    HB    1.05888753502
   15   31    1    HB    1.16825137403
   15   31    2    HB    1.12495705617
   16   31    1    HB    1.06701042168
   16   31    2    HB    1.08459587986
   1   32    1    HB    1.10082748651
   2   32    1    HB    1.01891339148
   3   32    1    HB    1.07621113713
   4   32    1    HB    1.05261075053
   5   32    1    HB    1.09455843236
   6   32    1    HB    1.17897549864
   7   32    1    HB    1.14713796064
   8   32    1    HB    1.06273755601
   9   32    1    HB    1.10560356198
   10   32    1    HB    1.14790582525
   11   32    1    HB    1.11088882723
   12   32    1    HB    1.11565560311
   13   32    1    HB    1.18943868685
   14   32    1    HB    1.20458858584
   15   32    1    HB    1.09632906878
   15   32    2    HB    1.08946292533
   16   32    1    HB    1.22236979679
   16   32    2    HB    1.07232728053
   1   33    1    HB    1.17722288389
   2   33    1    HB    1.03903732381
   3   33    1    HB    1.01944384943
   4   33    1    HB    1.05568210662
   5   33    1    HB    1.07362511064
   6   33    1    HB    1.11442411322
   7   33    1    HB    1.08168613995
   8   33    1    HB    1.10542529625
   9   33    1    HB    1.03660579823
   10   33    1    HB    1.13108948727
   11   33    1    HB    1.15234092455
   12   33    1    HB    1.11530251918
   13   33    1    HB    1.03222524716
   14   33    1    HB    1.02594158956
   15   33    1    HB    1.02142257633
   15   33    2    HB    1.0453892382
   16   33    1    HB    1.1059760736
   16   33    2    HB    1.16805712819
   1   34    1    HB    1.07757760248
   2   34    1    HB    1.05652663735
   3   34    1    HB    1.13424467206
   4   34    1    HB    1.11488851446
   5   34    1    HB    1.12283715511
   6   34    1    HB    1.18154582187
   7   34    1    HB    1.07313816563
   8   34    1    HB    1.12063830648
   9   34    1    HB    1.22383398405
   10   34    1    HB    1.09984727128
   11   34    1    HB    1.06404667785
   12   34    1    HB    1.22065491177
   13   34    1    HB    1.12815301255
   14   34    1    HB    1.02401970509
   15   34    1    HB    1.09555616366
   15   34    2    HB    1.08454830826
   16   34    1    HB    1.10778913261
   16   34    2    HB    1.06355875942
   1   35    1    HB    1.01785201695
   2   35    1    HB    1.08370609561
   3   35    1    HB    1.07493782678
   4   35    1    HB    1.12189229137
   5   35    1    HB    1.08166048113
   6   35    1    HB    1.09118321531
   7   35    1    HB    1.11246195023
   8   35    1    HB    1.04897669245
   9   35    1    HB    1.13312861287
   10   35    1    HB    1.08552708081
   11   35    1    HB    1.12200351403
   12   35    1    HB    1.03626904655
   13   35    1    HB    1.09501455274
   14   35    1    HB    1.1085090922
   15   35    1    HB    1.11349384254
   15   35    2    HB    1.01543329609
   16   35    1    HB    1.12643674793
   16   35    2    HB    1.0831635036
   1   36    1    HB    1.03493835405
   2   36    1    HB    1.12119458624
   3   36    1    HB    1.065006961
   4   36    1    HB    1.09038023311
   5   36    1    HB    1.15693661216
   6   36    1    HB    1.10386698518
   7   36    1    HB    1.0430743289
   8   36    1    HB    1.15671632493
   9   36    1    HB    1.20022921291
   10   36    1    HB    1.14168838661
   11   36    1    HB    1.04916517806
   12   36    1    HB    1.06495215462
   13   36    1    HB    0.990411934729
   14   36    1    HB    1.14073753374
   15   36    1    HB    1.00275256074
   15   36    2    HB    1.14395155613
   16   36    1    HB    1.01546656439
   16   36    2    HB    1.1748964703
   1   37    1    HB    1.07571480114
   2   37    1    HB    1.09249593439
   3   37    1    HB    1.10976477514
   4   37    1    HB    1.12570918923
   5   37    1    HB    1.07098309182
   6   37    1    HB    1.08659395297
   7   37    1    HB    1.07263767872
   8   37    1    HB    1.06730952766
   9   37    1    HB    1.16908464065
   10   37    1    HB    1.07028651464
   11   37    1    HB    1.10874258834
   12   37    1    HB    1.02269332694
   13   37    1    HB    1.14987394136
   14   37    1    HB    1.00208567525
   15   37    1    HB    1.00751932348
   15   37    2    HB    1.14669080239
   16   37    1    HB    1.06011051029
   16   37    2    HB    1.05914078854
   1   38    1    HB    1.06108317701
   2   38    1    HB    1.08712152411
   3   38    1    HB    1.15712735213
   4   38    1    HB    1.14758814207
   5   38    1    HB    1.10472112879
   6   38    1    HB    1.18471652473
   7   38    1    HB    1.05604139239
   8   38    1    HB    1.06228542541
   9   38    1    HB    1.11211904386
   10   38    1    HB    1.08699138685
   11   38    1    HB    1.19796807037
   12   38    1    HB    1.06544343272
   13   38    1    HB    1.08985435031
   14   38    1    HB    1.05418281993
   15   38    1    HB    1.08148675924
   15   38    2    HB    1.0897315948
   16   38    1    HB    1.19653861639
   16   38    2    HB    1.07878980535
   1   39    1    HB    1.12113905543
   2   39    1    HB    1.12308843273
   3   39    1    HB    1.14643506002
   4   39    1    HB    1.1098109081
   5   39    1    HB    1.09593234549
   6   39    1    HB    1.16891634209
   7   39    1    HB    1.14940104023
   8   39    1    HB    1.02452050101
   9   39    1    HB    1.13049759176
   10   39    1    HB    1.1078931101
   11   39    1    HB    1.11256175354
   12   39    1    HB    1.02977315783
   13   39    1    HB    1.06141066186
   14   39    1    HB    1.02609018905
   15   39    1    HB    1.12616910288
   15   39    2    HB    1.14613926062
   16   39    1    HB    1.1255067479
   16   39    2    HB    1.14701791732
   1   40    1    HB    1.07181460241
   2   40    1    HB    1.03139028849
   3   40    1    HB    1.12129498381
   4   40    1    HB    1.06951196054
   5   40    1    HB    1.08537005885
   6   40    1    HB    1.14695992305
   7   40    1    HB    1.06260865374
   8   40    1    HB    1.06270254753
   9   40    1    HB    1.17484850468
   10   40    1    HB    1.07437340035
   11   40    1    HB    1.13292826584
   12   40    1    HB    1.12522589842
   13   40    1    HB    1.0718282294
   14   40    1    HB    1.09602721967
   15   40    1    HB    1.12058842398
   15   40    2    HB    1.08558391123
   16   40    1    HB    1.18606913901
   16   40    2    HB    1.1556670528
   1   41    1    HB    1.15774782758
   2   41    1    HB    1.18858830346
   3   41    1    HB    1.13334936419
   4   41    1    HB    1.22342018957
   5   41    1    HB    1.09117781627
   6   41    1    HB    1.03052922078
   7   41    1    HB    1.11657320446
   8   41    1    HB    1.12090229435
   9   41    1    HB    1.08196900911
   10   41    1    HB    1.14316474794
   11   41    1    HB    1.16462735313
   12   41    1    HB    1.1067393909
   13   41    1    HB    1.12100936269
   14   41    1    HB    1.0135564081
   15   41    1    HB    1.02995859255
   15   41    2    HB    1.09688526009
   16   41    1    HB    1.11881381083
   16   41    2    HB    1.16809831957
   1   42    1    HB    1.17485506483
   2   42    1    HB    1.14722590769
   3   42    1    HB    1.17241701708
   4   42    1    HB    0.979453123767
   5   42    1    HB    1.1072871455
   6   42    1    HB    1.10409523141
   7   42    1    HB    1.09353887771
   8   42    1    HB    1.12066936891
   9   42    1    HB    1.12358379551
   10   42    1    HB    1.12823257486
   11   42    1    HB    1.02983036276
   12   42    1    HB    1.12536993968
   13   42    1    HB    1.07323358524
   14   42    1    HB    1.18768487155
   15   42    1    HB    1.158172382
   15   42    2    HB    1.12320107083
   16   42    1    HB    1.12409823236
   16   42    2    HB    1.1241179534
   1   43    1    HB    1.05606901216
   2   43    1    HB    1.1321408977
   3   43    1    HB    1.07268386604
   4   43    1    HB    1.08681933818
   5   43    1    HB    1.1268222226
   6   43    1    HB    1.04306362341
   7   43    1    HB    1.08439047602
   8   43    1    HB    1.18661680505
   9   43    1    HB    1.19685557551
   10   43    1    HB    1.03649586005
   11   43    1    HB    1.11445064093
   12   43    1    HB    1.08372866546
   13   43    1    HB    1.10468225361
   14   43    1    HB    1.07996323014
   15   43    1    HB    1.15805736962
   15   43    2    HB    1.08573567876
   16   43    1    HB    1.09274853076
   16   43    2    HB    1.03572914383
   1   44    1    HB    1.09343255901
   2   44    1    HB    0.939168208481
   3   44    1    HB    1.0434937216
   4   44    1    HB    1.10645656115
   5   44    1    HB    1.19909070299
   6   44    1    HB    1.17211313853
   7   44    1    HB    1.01198103958
   8   44    1    HB    1.14206624705
   9   44    1    HB    1.10187459105
   10   44    1    HB    1.06731121751
   11   44    1    HB    1.13247172577
   12   44    1    HB    1.04601056849
   13   44    1    HB    1.01835607985
   14   44    1    HB    1.07524254978
   15   44    1    HB    1.00007145346
   15   44    2    HB    1.06131601846
   16   44    1    HB    1.06088566251
   16   44    2    HB    1.12445177863
   1   45    1    HB    1.12541430753
   2   45    1    HB    1.19725968825
   3   45    1    HB    1.01161866622
   4   45    1    HB    1.00927162092
   5   45    1    HB    1.13380239301
   6   45    1    HB    1.18342460508
   7   45    1    HB    1.07922165057
   8   45    1    HB    1.07738172361
   9   45    1    HB    1.09036731688
   10   45    1    HB    1.09962450991
   11   45    1    HB    1.13928722206
   12   45    1    HB    1.13627003964
   13   45    1    HB    1.155239777
   14   45    1    HB    1.01157095055
   15   45    1    HB    1.13979198347
   15   45    2    HB    1.05995040601
   16   45    1    HB    1.09515374344
   16   45    2    HB    1.09178049139
   1   46    1    HB    1.10534411636
   2   46    1    HB    1.11290443162
   3   46    1    HB    1.11263628004
   4   46    1    HB    1.17609779997
   5   46    1    HB    1.04553383913
   6   46    1    HB    1.15102447074
   7   46    1    HB    0.994998212712
   8   46    1    HB    1.05478909206
   9   46    1    HB    1.09058222148
   10   46    1    HB    1.0176192191
   11   46    1    HB    1.15465923807
   12   46    1    HB    1.11399919148
   13   46    1    HB    1.07346199566
   14   46    1    HB    1.06296773866
   15   46    1    HB    1.07187270535
   15   46    2    HB    1.08903408047
   16   46    1    HB    1.04125802029
   16   46    2    HB    1.11662632655
   1   47    1    HB    1.06294483776
   2   47    1    HB    1.16335451812
   3   47    1    HB    1.09031341952
   4   47    1    HB    1.09979407859
   5   47    1    HB    1.14894694317
   6   47    1    HB    1.00347683244
   7   47    1    HB    1.12212188059
   8   47    1    HB    1.05109369624
   9   47    1    HB    1.06589331604
   10   47    1    HB    1.07513160232
   11   47    1    HB    0.999282111453
   12   47    1    HB    1.18487440968
   13   47    1    HB    1.10137075013
   14   47    1    HB    1.10033548241
   15   47    1    HB    1.08466489565
   15   47    2    HB    1.06815966636
   16   47    1    HB    1.13043654949
   16   47    2    HB    1.05769850616
   1   48    1    HB    1.17510846212
   2   48    1    HB    1.06120312201
   3   48    1    HB    1.08640765725
   4   48    1    HB    1.17128663022
   5   48    1    HB    1.06543570601
   6   48    1    HB    1.1525509257
   7   48    1    HB    1.06128608093
   8   48    1    HB    1.11774092793
   9   48    1    HB    1.11631215612
   10   48    1    HB    1.08381041623
   11   48    1    HB    1.10771155584
   12   48    1    HB    1.11197415275
   13   48    1    HB    1.14215730369
   14   48    1    HB    1.13651988323
   15   48    1    HB    1.10845987674
   15   48    2    HB    1.10463417758
   16   48    1    HB    1.1346166101
   16   48    2    HB    1.16334783218
   1   49    1    HB    1.14172592741
   2   49    1    HB    1.13342812119
   3   49    1    HB    1.10927196365
   4   49    1    HB    1.03877099668
   5   49    1    HB    1.06905898832
   6   49    1    HB    1.0663329035
   7   49    1    HB    1.09795305659
   8   49    1    HB    1.07641430856
   9   49    1    HB    1.12047388581
   10   49    1    HB    1.05044182823
   11   49    1    HB    1.04835454368
   12   49    1    HB    1.05541026732
   13   49    1    HB    1.02475455944
   14   49    1    HB    1.11184397282
   15   49    1    HB    1.13213880849
   15   49    2    HB    1.12816519815
   16   49    1    HB    1.08776874711
   16   49    2    HB    1.1216447811
   1   50    1    HB    1.04266665638
   2   50    1    HB    1.07691861612
   3   50    1    HB    1.083979172
   4   50    1    HB    1.14643635453
   5   50    1    HB    1.23425098224
   6   50    1    HB    1.12862826624
   7   50    1    HB    1.1387078031
   8   50    1    HB    1.03618395125
   9   50    1    HB    1.14370196737
   10   50    1    HB    1.12379075614
   11   50    1    HB    1.07497784476
   12   50    1    HB    1.08196310362
   13   50    1    HB    1.05813989247
   14   50    1    HB    1.15140125387
   15   50    1    HB    1.05133972503
   15   50    2    HB    1.17000178626
   16   50    1    HB    1.15823884429
   16   50    2    HB    1.11112243918
   1   51    1    HB    1.06439424409
   2   51    1    HB    1.0816346203
   3   51    1    HB    1.15817941582
   4   51    1    HB    1.06773697363
   5   51    1    HB    1.1577062066
   6   51    1    HB    1.23054970399
   7   51    1    HB    1.13672600009
   8   51    1    HB    1.16150986749
   9   51    1    HB    1.01620301525
   10   51    1    HB    1.11904066811
   11   51    1    HB    1.18960065858
   12   51    1    HB    1.16001996142
   13   51    1    HB    1.1256019638
   14   51    1    HB    1.05743770248
   15   51    1    HB    1.07350864883
   15   51    2    HB    1.07990275956
   16   51    1    HB    1.13715045171
   16   51    2    HB    1.15390993322
   1   52    1    HB    1.12399303983
   2   52    1    HB    1.10883028381
   3   52    1    HB    1.13296980575
   4   52    1    HB    1.17789076834
   5   52    1    HB    1.14695715527
   6   52    1    HB    1.17782623799
   7   52    1    HB    1.16195758432
   8   52    1    HB    1.07308177391
   9   52    1    HB    1.07223414121
   10   52    1    HB    1.10183623187
   11   52    1    HB    1.1763599555
   12   52    1    HB    1.08254270083
   13   52    1    HB    1.14360358934
   14   52    1    HB    1.06659346042
   15   52    1    HB    1.05120682715
   15   52    2    HB    1.13781985196
   16   52    1    HB    1.06506796655
   16   52    2    HB    1.05945268024
   1   53    1    HB    1.08891595534
   2   53    1    HB    1.12828192639
   3   53    1    HB    1.12142162529
   4   53    1    HB    1.09963479027
   5   53    1    HB    1.11702277453
   6   53    1    HB    1.13931560957
   7   53    1    HB    1.13242346749
   8   53    1    HB    1.132601312
   9   53    1    HB    1.11731138718
   10   53    1    HB    1.0202793509
   11   53    1    HB    1.12252632989
   12   53    1    HB    1.11547998797
   13   53    1    HB    1.02788805239
   14   53    1    HB    1.09313496866
   15   53    1    HB    1.14286633055
   15   53    2    HB    1.14412223972
   16   53    1    HB    1.04057309517
   16   53    2    HB    1.14823509604
   1   54    1    HB    1.08825597045
   2   54    1    HB    1.12025301702
   3   54    1    HB    1.0764417879
   4   54    1    HB    1.11367491024
   5   54    1    HB    1.10371407132
   6   54    1    HB    1.01699436129
   7   54    1    HB    1.14178983117
   8   54    1    HB    1.12110462144
   9   54    1    HB    1.11121751186
   10   54    1    HB    1.15488690202
   11   54    1    HB    1.1485208145
   12   54    1    HB    1.08789915267
   13   54    1    HB    1.09670747119
   14   54    1    HB    1.14809274035
   15   54    1    HB    1.07158350953
   15   54    2    HB    1.08500235856
   16   54    1    HB    1.12821868609
   16   54    2    HB    1.07951084789
   1   55    1    HB    1.14806298658
   2   55    1    HB    1.12877102712
   3   55    1    HB    1.07161415589
   4   55    1    HB    1.08739781886
   5   55    1    HB    1.07915324653
   6   55    1    HB    1.1397764464
   7   55    1    HB    1.17013309433
   8   55    1    HB    1.08894152226
   9   55    1    HB    1.17619828067
   10   55    1    HB    1.14667210919
   11   55    1    HB    0.97955940532
   12   55    1    HB    1.09682065467
   13   55    1    HB    1.09781412027
   14   55    1    HB    1.06641260086
   15   55    1    HB    1.05127905395
   15   55    2    HB    1.16236747591
   16   55    1    HB    1.08380612088
   16   55    2    HB    1.17162864789
   1   56    1    HB    1.09267430327
   2   56    1    HB    1.11173243547
   3   56    1    HB    1.13948289244
   4   56    1    HB    1.05676438703
   5   56    1    HB    1.13451470416
   6   56    1    HB    1.04417156667
   7   56    1    HB    1.11209280671
   8   56    1    HB    1.08245781442
   9   56    1    HB    1.13448846125
   10   56    1    HB    1.17706448081
   11   56    1    HB    1.03438503411
   12   56    1    HB    1.14528365877
   13   56    1    HB    1.07277709472
   14   56    1    HB    1.12190117134
   15   56    1    HB    1.053339214
   15   56    2    HB    1.10033407524
   16   56    1    HB    1.04742408529
   16   56    2    HB    1.13193687626
   1   57    1    HB    1.06579946157
   2   57    1    HB    1.04439450662
   3   57    1    HB    1.15116256994
   4   57    1    HB    1.17527412778
   5   57    1    HB    1.06268556205
   6   57    1    HB    1.0153575704
   7   57    1    HB    1.11124272658
   8   57    1    HB    1.08442959051
   9   57    1    HB    0.978288200627
   10   57    1    HB    1.06141251102
   11   57    1    HB    1.11718034943
   12   57    1    HB    1.12855819955
   13   57    1    HB    1.09575163217
   14   57    1    HB    1.08389174413
   15   57    1    HB    1.09528547149
   15   57    2    HB    1.10166689699
   16   57    1    HB    0.993421171747
   16   57    2    HB    1.15537756925
   1   58    1    HB    1.0877969233
   2   58    1    HB    1.14688953679
   3   58    1    HB    1.03276892656
   4   58    1    HB    1.13120456608
   5   58    1    HB    1.08481920663
   6   58    1    HB    1.03458755152
   7   58    1    HB    1.10913265799
   8   58    1    HB    1.13098204467
   9   58    1    HB    1.08958568919
   10   58    1    HB    1.07071890123
   11   58    1    HB    1.0146718708
   12   58    1    HB    1.16666618142
   13   58    1    HB    1.22165580092
   14   58    1    HB    1.12482501537
   15   58    1    HB    1.04092740754
   15   58    2    HB    1.08338283289
   16   58    1    HB    1.09943210588
   16   58    2    HB    1.11974063472
   1   59    1    HB    1.04834121258
   2   59    1    HB    1.13710982311
   3   59    1    HB    1.07151842949
   4   59    1    HB    1.07148737549
   5   59    1    HB    1.0795376775
   6   59    1    HB    1.10636200745
   7   59    1    HB    1.03587082636
   8   59    1    HB    1.00794977079
   9   59    1    HB    1.07333700957
   10   59    1    HB    1.1055655989
   11   59    1    HB    0.995648122421
   12   59    1    HB    1.09741911371
   13   59    1    HB    1.16952761418
   14   59    1    HB    1.07801700958
   15   59    1    HB    1.17175396506
   15   59    2    HB    1.15571930553
   16   59    1    HB    1.1389526729
   16   59    2    HB    1.04777952396
   1   60    1    HB    1.08528326409
   2   60    1    HB    1.03969011541
   3   60    1    HB    0.980354298671
   4   60    1    HB    1.18851706494
   5   60    1    HB    1.13039969133
   6   60    1    HB    1.13356490172
   7   60    1    HB    1.12564446128
   8   60    1    HB    1.10349644954
   9   60    1    HB    1.12744610647
   10   60    1    HB    1.0951322481
   11   60    1    HB    1.05858958224
   12   60    1    HB    1.14827648361
   13   60    1    HB    1.13107414656
   14   60    1    HB    1.08347744769
   15   60    1    HB    1.09086929566
   15   60    2    HB    1.12400071676
   16   60    1    HB    1.20853658358
   16   60    2    HB    1.10737980401
   1   61    1    HB    1.18759660182
   2   61    1    HB    1.04614780743
   3   61    1    HB    1.11033207378
   4   61    1    HB    1.06133864706
   5   61    1    HB    1.10166090712
   6   61    1    HB    1.02859262474
   7   61    1    HB    1.1718303479
   8   61    1    HB    1.06524712797
   9   61    1    HB    1.21691442266
   10   61    1    HB    1.0732656968
   11   61    1    HB    1.10460241092
   12   61    1    HB    1.08582987316
   13   61    1    HB    1.0260312834
   14   61    1    HB    1.04704115311
   15   61    1    HB    1.00881886969
   15   61    2    HB    1.12811257793
   16   61    1    HB    0.976191890936
   16   61    2    HB    1.05990817798
   1   62    1    HB    1.10539287401
   2   62    1    HB    1.11457230734
   3   62    1    HB    1.12570196162
   4   62    1    HB    1.05155292771
   5   62    1    HB    1.17672007589
   6   62    1    HB    1.08174503764
   7   62    1    HB    1.09860955443
   8   62    1    HB    1.06775707685
   9   62    1    HB    1.01413913943
   10   62    1    HB    1.04460566861
   11   62    1    HB    1.12634288465
   12   62    1    HB    1.03165079462
   13   62    1    HB    1.13784483778
   14   62    1    HB    1.10275575882
   15   62    1    HB    1.07012202661
   15   62    2    HB    1.07751720943
   16   62    1    HB    1.04791972196
   16   62    2    HB    1.17605259415
   1   63    1    HB    1.12559239005
   2   63    1    HB    1.08173923097
   3   63    1    HB    1.08319964671
   4   63    1    HB    1.12080724589
   5   63    1    HB    1.14186026488
   6   63    1    HB    1.16001971821
   7   63    1    HB    1.11641534162
   8   63    1    HB    1.14665585216
   9   63    1    HB    1.15562453308
   10   63    1    HB    1.07748113871
   11   63    1    HB    1.12839686944
   12   63    1    HB    1.02397368117
   13   63    1    HB    1.00545891412
   14   63    1    HB    1.0777580348
   15   63    1    HB    1.10095344719
   15   63    2    HB    1.14560516336
   16   63    1    HB    1.02751571479
   16   63    2    HB    1.09452962397
   1   64    1    HB    1.14430309618
   2   64    1    HB    1.07650355373
   3   64    1    HB    1.10074364435
   4   64    1    HB    1.0232914952
   5   64    1    HB    1.05796973615
   6   64    1    HB    1.1671058768
   7   64    1    HB    1.18203671484
   8   64    1    HB    1.06469372594
   9   64    1    HB    1.11024038072
   10   64    1    HB    1.17172959206
   11   64    1    HB    1.07247229483
   12   64    1    HB    1.08602955831
   13   64    1    HB    1.1042616902
   14   64    1    HB    1.07118345286
   15   64    1    HB    1.17510582245
   15   64    2    HB    1.03809180963
   16   64    1    HB    1.18680237195
   16   64    2    HB    1.03548587076
   1   65    1    HB    1.10390937368
   2   65    1    HB    1.10793444324
   3   65    1    HB    1.06484174016
   4   65    1    HB    1.02795392026
   5   65    1    HB    1.07292485571
   6   65    1    HB    1.05233657115
   7   65    1    HB    1.12840560309
   8   65    1    HB    1.09472089223
   9   65    1    HB    1.15895605277
   10   65    1    HB    1.07202413786
   11   65    1    HB    1.17642185465
   12   65    1    HB    1.10398194672
   13   65    1    HB    1.01025169331
   14   65    1    HB    1.04274230938
   15   65    1    HB    1.10445596948
   15   65    2    HB    1.16805945965
   16   65    1    HB    1.01927670259
   16   65    2    HB    1.11679589088
   1   66    1    HB    1.0856316076
   2   66    1    HB    1.07545373705
   3   66    1    HB    1.02811356011
   4   66    1    HB    1.07466671246
   5   66    1    HB    1.06937734067
   6   66    1    HB    1.1167151998
   7   66    1    HB    1.13439755672
   8   66    1    HB    1.12420605093
   9   66    1    HB    1.13822050443
   10   66    1    HB    1.14238030539
   11   66    1    HB    1.01029161975
   12   66    1    HB    1.01806306439
   13   66    1    HB    1.15988793427
   14   66    1    HB    0.999913161474
   15   66    1    HB    1.02131462173
   15   66    2    HB    1.04821039103
   16   66    1    HB    1.07791701572
   16   66    2    HB    0.95834024402
   1   67    1    HB    1.18550952792
   2   67    1    HB    1.12644047456
   3   67    1    HB    1.12198716786
   4   67    1    HB    0.959475762746
   5   67    1    HB    1.10163711036
   6   67    1    HB    1.09051417906
   7   67    1    HB    1.11160216343
   8   67    1    HB    1.08684356522
   9   67    1    HB    1.12850998048
   10   67    1    HB    1.09597988769
   11   67    1    HB    1.048554177
   12   67    1    HB    1.10203526618
   13   67    1    HB    1.12607052977
   14   67    1    HB    1.15578047308
   15   67    1    HB    1.15759423192
   15   67    2    HB    1.06741817774
   16   67    1    HB    1.17596314502
   16   67    2    HB    1.14468642856
   1   68    1    HB    1.11386690725
   2   68    1    HB    1.11607438338
   3   68    1    HB    1.14280875925
   4   68    1    HB    1.06603242333
   5   68    1    HB    1.04125292005
   6   68    1    HB    1.09852745135
   7   68    1    HB    1.16026417758
   8   68    1    HB    1.06475919082
   9   68    1    HB    1.07333110665
   10   68    1    HB    1.12022227341
   11   68    1    HB    1.15899645019
   12   68    1    HB    1.08376858481
   13   68    1    HB    1.18377873337
   14   68    1    HB    1.14702574832
   15   68    1    HB    1.11724723688
   15   68    2    HB    1.12472868968
   16   68    1    HB    1.13329675045
   16   68    2    HB    1.07382657723
   1   69    1    HB    1.13625095245
   2   69    1    HB    1.10301762028
   3   69    1    HB    1.12649401095
   4   69    1    HB    1.11669621964
   5   69    1    HB    1.11149723449
   6   69    1    HB    1.0933999773
   7   69    1    HB    1.03389627538
   8   69    1    HB    1.08474101875
   9   69    1    HB    1.14597071357
   10   69    1    HB    1.06949353317
   11   69    1    HB    1.08097840505
   12   69    1    HB    1.05774650575
   13   69    1    HB    1.08967647016
   14   69    1    HB    1.13547163904
   15   69    1    HB    1.09031583742
   15   69    2    HB    1.11236012943
   16   69    1    HB    0.998528521598
   16   69    2    HB    1.12532200333
   1   70    1    HB    1.24069936284
   2   70    1    HB    1.08042898712
   3   70    1    HB    1.16321274744
   4   70    1    HB    1.05392074303
